Title,Artist,Tempo,Loudness,Energy,Danceability,Duration,Key,Mode,Year,Hotttnesss,AvgTimbre,AvgPitches,FilteredTerms
Because Of You,Neil Sedaka,76.013,-9.448,0.0,0.0,170.84036,4,0,1999,nan,8.02403758980511,0.2926631915662308,brill building pop:1.000;soft rock:0.958;pop rock:0.889;doo-wop:0.876;teen pop:0.876;ballad:0.858;chanson:0.856;rock 'n roll:0.847;space age pop:0.828;cabaret:0.828;vocal jazz:0.828;rock:0.807;oldies:0.793;video game music:0.791;rockabilly:0.785;easy listening:0.770;pop:0.758;disco:0.739;reggae:0.737;classic rock:0.735;jazz:0.734;united states:0.726;alternative rock:0.709;singer-songwriter:0.705;vocal:0.700;male vocalist:0.682;60s:0.665;50s:0.665;soul:0.655;germany:0.655;american:0.642;new age:0.625;mellow:0.625;electronic:0.625;lounge:0.625;hardcore:0.625;classical:0.625;70s:0.625;classic:0.625;male:0.625;new york:0.625;piano:0.594
Un Peu D'Amour Et D'Amitié,Maurice Larcange,133.553,-10.398,0.0,0.0,215.37914,1,1,0,nan,3.3316986528575163,0.29870123017681227,chanson:1.000;musette:0.837;pop:0.769;folk:0.707;world:0.707;country:0.707;jazz:0.673;instrumental:0.648;french:0.634;accordion:0.592
Rattlesnake!,A Static Lullaby,202.233,-5.537,0.0,0.0,213.49832,2,1,2008,0.5902527150384457,4.946586397197438,0.5180619994283592,post-hardcore:1.000;screamo:0.978;emo:0.943;alternative metal:0.931;melodic hardcore:0.923;melodic metalcore:0.911;metalcore:0.909;hard rock:0.850;christian rock:0.835;pop punk:0.832;heavy metal:0.825;ska:0.824;classic rock:0.823;california:0.817;rock:0.815;indie rock:0.814;stoner rock:0.809;hardcore:0.808;grunge:0.808;punk:0.806;alternative rock:0.805;celtic:0.804;indie pop:0.802;emocore:0.796;pop rock:0.783;new wave:0.765;reggae:0.758;soundtrack:0.751;death metal:0.751;alternative:0.746;funk:0.742;metal:0.741;rap:0.734;singer-songwriter:0.723;dance:0.720;indie:0.712;jazz:0.710;pop:0.688;80s:0.688;american:0.688;experimental:0.688;00s:0.668;ambient:0.634;folk:0.634
Disappeared,John Wesley_ John Wesley,133.405,-7.513,0.0,0.0,351.08526,7,1,0,0.4287022625232594,2.5886043872330142,0.38175449166680275,disco:1.000;calypso:0.964;reggae:0.950;hard trance:0.933;dub:0.897;progressive house:0.883;progressive trance:0.877;art rock:0.864;happy hardcore:0.856;italian disco:0.856;hard house:0.856;samba:0.856;kraut rock:0.856;batucada:0.856;trip rock:0.856;dance pop:0.856;electronic:0.846;trance:0.831;latin:0.828;progressive rock:0.813;pop rock:0.812;singer-songwriter:0.768;downtempo:0.757;male vocalist:0.742;hard rock:0.734;funk:0.732;rock:0.729;electro:0.728;folk:0.725;country:0.725;world:0.725;house:0.718;alternative rock:0.716;dance:0.709;united states:0.704;spain:0.701;jazz:0.698;electronica:0.693;germany:0.674;french:0.672;indie:0.653;alternative:0.653;progressive:0.653;pop:0.617;ambient:0.617;american:0.617;acoustic:0.617;minimal:0.617;guitar:0.617
Doppelgänger [Qliphothic Phantasmagoria],Coph Nia,116.819,-17.16,0.0,0.0,658.02404,5,0,2000,nan,-15.731116589525865,0.35901550342507654,dark ambient:1.000;neofolk:0.967;dark wave:0.938;martial industrial:0.938;death industrial:0.897;power electronics:0.897;futurepop:0.897;industrial:0.888;electronic:0.887;techno:0.873;folk metal:0.869;ambient:0.852;gothic metal:0.842;new wave:0.826;doom metal:0.820;electro:0.818;synthpop:0.816;experimental:0.787;modern classical:0.787;intelligent dance music:0.781;heavy metal:0.778;noise:0.769;progressive rock:0.768;sweden:0.743;alternative rock:0.741;rock:0.726;ebm:0.723;tribal:0.717;drum and bass:0.708;united states:0.639;gothic rock:0.634;indie:0.630;alternative:0.630;folk:0.630;german:0.630;minimal:0.630;synth:0.630;soul:0.630;80s:0.630;psychedelic:0.630;beautiful:0.630;swedish:0.630;gothic:0.630;ethereal:0.630;dark:0.630;italy:0.630;spoken word:0.630;cryptofa:0.626
Ain't No Love Ain't No Use (Love To Infinity Full Funk Mix),Tabu feat. Mitzib,127.887,-9.788,0.0,0.0,474.61832,11,1,0,nan,10.084486798872058,0.43919394866264244,cumbia:1.000;poland:0.965;roots reggae:0.950;reggae:0.942;ska:0.917;pop rock:0.908;jazz:0.901;dub:0.863;latin:0.852;new wave:0.844;hard rock:0.818;hip hop:0.813;african:0.807;rock:0.799;alternative rock:0.797;indie rock:0.788;pop:0.779;punk:0.767;male vocalist:0.761;alternative:0.749;polish music:0.710;electronic:0.683;guitar:0.683;indie:0.683;instrumental:0.683;roots:0.683;classical:0.683;belgium:0.683;classic:0.683
Ghost Town Rituals (Album Version),Nights Like These,124.872,-4.053,0.0,0.0,305.89342,5,1,2006,0.3347065490692206,4.769043511783144,0.40757049550660424,doom metal:1.000;sludge metal:0.986;hardcore punk:0.983;groove metal:0.960;tech metal:0.960;heavy metal:0.943;massachusetts:0.915;metalcore:0.913;nu metal:0.909;southern rock:0.905;grindcore:0.897;rock:0.853;thrash metal:0.850;death metal:0.844;post-hardcore:0.833;metal:0.759;rap:0.750;hardcore:0.743;united states:0.725;sludge:0.721;country:0.706;acoustic:0.688;american:0.688;folk:0.661;pop:0.661;melodic metal:0.661;stoner:0.661;indie:0.616;alternative:0.616;experimental:0.616;psychedelic:0.616;guitar:0.616;crust:0.616;hip hop:0.560
Morning Glory,Oasis,136.948,-3.159,0.0,0.0,301.92281,0,1,0,nan,7.013015060325512,0.5289168507338246,british pop:1.000;hard rock:0.873;rap:0.863;alternative rock:0.854;rock:0.818;pop:0.751;alternative:0.751;england:0.751;manchester:0.697;british trad rock:0.557
Rudolph The Red-Nosed Reindeer,John Davis & Emma Doyle,169.878,-13.781,0.0,0.0,135.52281,0,1,0,0.0,-1.9256320383861047,0.31447797217979256,jazz fusion:1.000;downtempo:0.900;hip hop:0.895;italian disco:0.879;roots rock:0.879;pop rap:0.879;chanson:0.864;electro:0.858;jazz:0.853;funk:0.825;power pop:0.819;disco:0.808;electronic:0.797;pop rock:0.796;singer-songwriter:0.788;indie rock:0.785;united states:0.761;indie pop:0.758;rock:0.757;house:0.755;pop:0.718;indie:0.690;christian:0.690;lo-fi:0.668;germany:0.668;synthpop:0.633;folk:0.631;acoustic:0.631;americana:0.631;instrumental:0.631;urban:0.631;european:0.582;colorado:0.571;pennsylvania:0.560;celtic folk:0.560;funk soul:0.513;pop underground:0.506;modern folk:0.479;flevo festival:0.471;flevo festival 2007:0.455;euro-house:0.434;flevo festival 2005:0.419
Tomorrow Gone,Stew,100.621,-10.968,0.0,0.0,179.9571,7,1,2003,nan,-1.0232481205175368,0.27813390361120477,cabaret:1.000;indie pop:0.886;brill building pop:0.874;rock:0.822;power pop:0.819;adult contemporary:0.761;blues:0.760;singer-songwriter:0.732;pop underground:0.703;pop:0.674;vocal:0.639;new york:0.639;urban blues:0.437
I don't Want to Be Alone Tonight,Jauida,101.01,-6.996,0.0,0.0,269.76608,7,1,0,0.0,5.666352826451962,0.2576641743914787,male vocalist:1.000;acoustic:0.983;spanish:0.983;latin:0.949;rock en espanol:0.915;mexico:0.883;latin pop:0.836;trova:0.812;latin folk:0.736;regional mexican:0.712;acustica:0.635;monterrey:0.561
Just A Little Lovin' (Will Go A Long Way),Eddy Arnold,157.779,-14.014,0.0,0.0,166.16444,11,1,1967,nan,3.5630290953072024,0.2792198241245803,honky tonk:1.000;classic country:0.789;traditional country:0.767;country pop:0.751;rockabilly:0.735;oldies:0.728;nashville sound:0.717;cowboy:0.702;easy listening:0.689;country:0.687;christmas music:0.651;male vocalist:0.641;singer-songwriter:0.592;pop:0.573;beautiful:0.560;60s:0.560;american:0.542;50s:0.542;rock:0.535;moje standards:0.516;vocal:0.514;acoustic:0.511;alternative:0.511;instrumental:0.511;male:0.511;americana:0.511;tennessee:0.483;vocalist:0.470;western:0.446;holiday:0.426;country and western:0.374
Shameless,All Time Low,91.483,-2.838,0.0,0.0,221.67465,2,1,2007,0.2707759989463275,5.240750991883493,0.3229213200437254,pop punk:1.000;punk:0.787;pop:0.786;punk pop:0.722;emo pop:0.614;emo:0.591;rap:0.508;indie rock:0.503;hip hop:0.469;acoustic:0.435;guitar:0.412;sexy:0.403;indie:0.395;rock:0.369;electronic:0.360;metal:0.334;hardcore:0.334;folk:0.333;80s:0.333
And I Love You So,Brian Dullaghan,99.109,-15.046,0.0,0.0,212.94975,10,1,0,nan,-2.0730634269391635,0.26720328486362205,irish folk:1.000;folk rock:0.867;downtempo:0.828;rock:0.698;irish:0.689;folk:0.689;electronic:0.664;classic:0.363
L' Envers Du Décor,Richard Galliano,76.296,-15.008,0.0,0.0,261.74649,9,1,1999,0.34092275586437804,-3.907559233344533,0.29453726042698786,tango:1.000;musette:0.911;chill-out:0.897;jazz:0.857;british pop:0.838;flamenco:0.838;vocal house:0.838;hard bop:0.838;jazz fusion:0.822;trip hop:0.816;smooth jazz:0.812;nu jazz:0.809;acid jazz:0.786;melodic death metal:0.780;world music:0.759;thrash metal:0.749;hip hop:0.745;downtempo:0.738;reggae:0.730;heavy metal:0.730;latin:0.727;blues:0.721;hard rock:0.715;funk:0.714;trance:0.711;techno:0.707;rap:0.705;alternative rock:0.697;r&b:0.675;electronica:0.674;french:0.668;post-bop:0.644;world:0.633;rock:0.626;humorous:0.609;modern composition:0.609;alternative:0.597;pop:0.597;electronic:0.597;metal:0.597;ambient:0.597;detroit:0.597;lounge:0.597;beautiful:0.597;guitar:0.597;fusion:0.597;roots:0.597
Quiet Time,Regina Belle,92.672,-8.916,0.0,0.0,307.33016,7,0,1993,nan,1.8410651628965915,0.3786439711626917,vocal jazz:1.000;neo soul:0.946;nu-soul:0.946;r&b:0.942;smooth jazz:0.940;ballad:0.932;urban:0.928;soul:0.912;adult contemporary:0.899;easy listening:0.868;jazz:0.839;female vocalist:0.803;singer-songwriter:0.780;pop:0.755;female:0.738;80s:0.727;gospel:0.714;rock:0.705;contemporary:0.678;90s:0.672;ambient:0.672;mellow:0.672;female vocals:0.672;romantic:0.672;smooth:0.672;soft:0.672;jazz vocal:0.664;diva:0.656;american:0.631;piano:0.631;english:0.631;christian:0.631;sexy:0.631
Little Sister,Debbie Davies,116.984,-6.908,0.0,0.0,225.67138,7,1,1998,0.26586104921065007,1.7410985795220935,0.32571940903396907,blues-rock:1.000;electric blues:0.983;latin jazz:0.920;california:0.871;blues:0.871;classic rock:0.839;female vocalist:0.797;rock:0.749;jazz:0.744;guitar:0.694;american:0.654;contemporary jazz:0.654;berlin:0.652;los angeles:0.650;modern electric blues:0.642;jazz rock:0.640;modern blues:0.559;contemporary blues:0.556;blues guitar:0.534;gramusels bluesrock:0.513;blues guitar women:0.501;new blues:0.468;female blues vocalist:0.458
Song For Mom (LP Version),STEVE CAMP,139.07,-9.371,0.0,0.0,296.14975,5,1,0,nan,2.0958662384189157,0.2663335714718299,ccm:1.000;christian rock:0.915;religious music:0.904;piano rock:0.904;rock:0.800;pop:0.764;vocal:0.757;acoustic:0.757;classic rock:0.754;male vocalist:0.726;christian:0.705;inspirational:0.694;contemporary christian:0.665;piano:0.656;80s:0.656;gospel:0.656;worship music:0.650;spiritual:0.630;progressive:0.619;praise & worship:0.607;praise:0.602;united states:0.589;powerful:0.583;christian pop:0.559
All Over Me,Jay Tee & Baby Bash,98.983,-5.234,0.0,0.0,203.67628,6,1,0,nan,6.193917562299196,0.40324112515155286,hard house:1.000;happy hardcore:0.909;gangster rap:0.909;alternative hip hop:0.909;hardcore rap:0.890;west coast rap:0.865;rap:0.856;trance:0.850;hip hop:0.832;jazz:0.815;latin rap:0.773;electronic:0.750;bass:0.711;party music:0.534
I Hate You,The Stolen Minks,123.695,-2.704,0.0,0.0,56.42404,2,1,0,0.0,10.990112091657737,0.3527956098611374,dance rock:1.000;psychobilly:0.975;riot grrrl:0.950;disco:0.702;garage punk:0.666;canadian:0.666;garage:0.666;dance:0.542;new york:0.427
From The Blind (LP Version),Daath,97.151,-3.325,0.0,0.0,230.86975,0,1,2006,nan,8.378895775069797,0.46508286278607336,technical death metal:1.000;industrial metal:0.989;death metal:0.973;tech metal:0.967;avantgarde metal:0.966;heavy metal:0.954;los angeles:0.922;melodic black metal:0.907;speed metal:0.898;melodic death metal:0.896;nu metal:0.872;progressive metal:0.871;power metal:0.843;metal:0.806;rock:0.766;thrash metal:0.755;american:0.717;guitar:0.699;black:0.699;progressive death metal:0.695;alternative:0.673;progressive:0.673;technical:0.646;indie:0.629;experimental:0.629;industrial:0.629;melodic:0.629;sexy:0.629;shred:0.585;industrial death metal:0.569;experimental metal:0.536
Misanthrope,Extasick,91.459,-8.933,0.0,0.0,134.03383,2,1,0,0.0,7.7638872231321265,0.40110510001128424,digital hardcore:1.000;breakcore:0.962;hardcore:0.642;punk:0.641
Chains Chains (Live In Hammersmith),UFO,116.11,-8.548,0.0,0.0,212.61016,7,1,0,nan,11.008544840055581,0.4171635752301882,heavy metal:1.000;hard rock:0.989;blues-rock:0.938;gangster rap:0.907;happy hardcore:0.897;space rock:0.827;instrumental rock:0.811;hard trance:0.806;classic rock:0.769;acid jazz:0.769;arena rock:0.761;psychedelic rock:0.759;progressive rock:0.756;rockabilly:0.740;oldies:0.738;trance:0.725;pop rock:0.716;electronic:0.713;ska:0.706;techno:0.705;reggae:0.694;blues:0.687;rock:0.685;west coast rap:0.678;hip hop:0.676;rap:0.674;hardcore:0.662;punk:0.655;male vocalist:0.641;metal:0.633;british:0.633;70s:0.615;90s:0.615;english:0.615;latin:0.615;guitar:0.615;world:0.615;80s:0.615;progressive:0.615;melodic metal:0.615;soundtrack:0.592;pop:0.586;psychedelic:0.586;60s:0.586
The Date (Remix By Ana Rago),Avril - Remix By Ana Rago,85.282,-18.397,0.0,0.0,188.39465,6,1,2002,nan,-4.377377304694851,0.34372863102705864,trip hop:1.000;downtempo:0.992;tech house:0.964;electro:0.961;breakbeat:0.949;pop rock:0.931;cool jazz:0.927;afrobeat:0.927;chill-out:0.927;future jazz:0.927;roots reggae:0.920;ballad:0.915;chanson:0.913;techno:0.911;folk rock:0.896;reggae:0.891;hip hop:0.891;deep house:0.889;electronic:0.887;easy listening:0.857;dub:0.842;rock:0.834;alternative rock:0.821;electronica:0.819;classic rock:0.816;emo:0.813;indie rock:0.813;french:0.807;experimental:0.805;abstract:0.793;intelligent dance music:0.784;house:0.768;jazz:0.766;pop:0.741;alternative:0.720;minimal:0.720;indie:0.720;ambient:0.720;latin:0.720;synthpop:0.685;folk:0.683;soul:0.683;world:0.683;acoustic:0.683;lo-fi:0.683;00s:0.683;country:0.683;electropop:0.653
As My Fire Flies,Pat Travers,140.872,-7.812,0.0,0.0,152.99873,9,1,0,nan,-1.7336141202422968,0.3636879291048651,blues-rock:1.000;hard rock:0.871;rock:0.763;classic rock:0.757;stoner metal:0.744;bebop:0.744;dance pop:0.744;southern rock:0.737;art rock:0.720;space rock:0.720;new wave:0.708;pop rock:0.706;blues:0.706;stoner rock:0.699;power pop:0.694;psychedelic rock:0.690;alternative rock:0.655;heavy metal:0.653;progressive rock:0.646;jazz:0.640;funk:0.639;punk:0.638;electronica:0.605;nederland:0.601;electronic:0.589;germany:0.589;canada:0.589;album rock:0.583;guitar:0.571;canadian:0.571;united states:0.547;indie:0.540;alternative:0.540;pop:0.540;metal:0.540;soul:0.540;80s:0.540;progressive:0.540;acoustic:0.540;world:0.540;latin:0.540;spanish:0.540;groovy:0.540;guitar virtuoso:0.540;synthpop:0.512;traditional bluegrass:0.511;protopunk:0.509
We Wish You A Merry Christmas,SNOWPATROL,144.003,-8.499,0.0,0.0,233.03791,0,0,0,nan,6.862543600935976,0.3902097844524282,indie rock:1.000;rock:0.919;pop:0.881;alternative:0.881;alternative rock:0.564;new wave:0.542;guitar:0.496;indie:0.421;acoustic:0.405;beautiful:0.403
Böse,Die Fantastischen Vier,120.001,-5.165,0.0,0.0,149.99465,9,0,1991,nan,6.131218942755877,0.47428807107490456,pop rap:1.000;hip hop:0.905;europop:0.858;trip hop:0.830;downtempo:0.827;disco:0.808;pop rock:0.805;dub:0.795;intelligent dance music:0.793;happy hardcore:0.786;italian disco:0.786;german pop:0.786;tribal house:0.786;new beat:0.786;breakbeat:0.780;germany:0.779;ballad:0.776;tech house:0.768;electronic:0.764;soft rock:0.757;deep house:0.754;funk:0.752;rap:0.735;hard rock:0.730;trance:0.727;electro:0.726;classic rock:0.724;techno:0.724;indie rock:0.708;rock:0.708;ska:0.706;pop:0.695;house:0.695;reggae:0.694;female vocalist:0.669;alternative rock:0.666;german:0.665;experimental:0.661;punk:0.653;synthpop:0.650;indie:0.611;metal:0.611;alternative:0.611;90s:0.611;soul:0.611;ambient:0.580
Saturday Night Is The Loneliest Night In The Week,Jeanie Lambe & The Danny Moss Quartet,168.558,-10.274,0.0,0.0,152.0322,8,1,0,nan,7.7301340065985835,0.32285490065209954,hip hop:1.000;swing:0.817;soundtrack:0.698;standard:0.691;traditional pop:0.657;composer:0.512
A Mi No Me Importa,Nelson Ned,146.061,-12.708,0.0,0.0,200.48934,10,1,0,nan,1.6108165876045812,0.28572146526785247,latin jazz:1.000;mariachi:0.870;brazilian pop music:0.870;karaoke:0.870;thrash metal:0.838;brutal death metal:0.812;emo:0.753;latin:0.680;folk:0.620;classical:0.620;romantic:0.620;brazilian:0.620;spain:0.620;latin pop:0.583;rock argentina:0.546;rock en tu idioma:0.491;corridos:0.475;vocal pop:0.454;tijuana:0.453
BYOB (Explicit Album Version),Yung Joc,174.019,-5.797,0.0,0.0,193.64526,4,0,2007,0.30416950343527516,14.57004257192491,0.41162462602629674,gangster rap:1.000;hip hop:0.856;rap:0.853;hardcore rap:0.716;southern rap:0.703;crunk:0.616;dirty south rap:0.575;instrumental:0.521;reggae:0.479;black:0.434;classic:0.400;electronic:0.381;male:0.358;indie:0.348;acoustic:0.347;alternative:0.308;pop:0.307;punk:0.307
Le Presbytère n'a rien perdu de son Charme,Philippe Sarde,85.691,-22.35,0.0,0.0,158.82404,2,0,0,nan,-5.532662673209789,0.2557453725037009,smooth jazz:1.000;soundtrack:0.983;easy listening:0.981;jazz funk:0.971;jazz:0.936;soul jazz:0.922;future jazz:0.884;chanson:0.869;bossa nova:0.867;classical:0.854;deep house:0.845;psychedelic rock:0.818;rock:0.814;disco:0.813;electronic:0.788;pop:0.788;downtempo:0.780;new age:0.777;big band:0.772;film music:0.749;jazz rock:0.733;romantic:0.721;contemporary jazz:0.721;french:0.711;lounge:0.694;70s:0.694;contemporary classical music:0.682;neoclassical:0.676;avant-garde:0.672;latin:0.672;60s:0.672;composer:0.663;classic:0.648;instrumental:0.634;ambient:0.634;fusion:0.634;italy:0.634;abstract:0.634;original score:0.610;modern classical:0.610;movie score composer:0.579;progressive rock:0.501
Ven Morena,Orquesta Aragón,92.606,-7.113,0.0,0.0,173.68771,7,1,2003,nan,7.166585891206509,0.3176499578599582,charanga:1.000;mambo:0.952;bolero:0.931;salsa:0.887;latin jazz:0.876;jump blues:0.806;east coast blues:0.806;hard bop:0.806;merengue:0.806;rumba:0.806;cumbia:0.806;louisiana blues:0.806;jazz:0.795;latin:0.793;chanson:0.792;trip hop:0.785;smooth jazz:0.780;progressive house:0.777;dark ambient:0.772;world music:0.765;acid jazz:0.755;easy listening:0.739;oldies:0.719;techno:0.714;downtempo:0.709;intelligent dance music:0.705;blues:0.693;cuban:0.688;funk:0.686;electronic:0.664;experimental:0.643;world:0.643;tropical:0.637;country:0.608;ambient:0.608;folk:0.608;industrial:0.608;drone:0.608;cuba:0.606;rock:0.601;pop:0.573;swing:0.573;soul:0.573;spanish:0.573;mondiovision:0.573;big band:0.568;french:0.545
Brighton by the Sea,Jason Miles,163.97,-7.467,0.0,0.0,269.40036,0,1,0,nan,-2.3204677709033543,0.30850755148598336,jazz fusion:1.000;hard bop:0.944;smooth jazz:0.931;meditation:0.881;instrumental pop:0.881;soul jazz:0.881;quiet storm:0.881;jazz:0.858;contemporary jazz:0.773;fusion:0.738;new age:0.738;saxophone:0.682;world fusion:0.659;post-bop:0.648;soul:0.619;dreamy:0.619;urban:0.619;healing:0.604;adult contemporary:0.582;jazz sax:0.556;crossover jazz:0.544;jazz pop:0.534
CHAOS INTRO,State of Chaos,97.619,-18.724,0.0,0.0,176.90077,2,1,0,0.0,-10.97705058749192,0.3860920837934092,tech house:1.000;electro:0.996;dance-punk:0.981;techno:0.964;electroclash:0.962;progressive house:0.875;electronic:0.867;deep house:0.866;germany:0.706;industrial:0.688;abstract:0.688;house:0.618;synthpop:0.576
Bloody Pig Pile (Live),Dropkick Murphys,183.808,-5.386,0.0,0.0,196.72771,9,0,2002,0.5287824809425877,8.965079601529474,0.4176991528168891,celtic punk:1.000;folk rock:0.966;classic rock:0.918;punk:0.826;rock:0.803;country:0.771;boston:0.760;pop:0.730;acoustic:0.730;punk revival:0.643
Hex Breaker,Taint,92.044,-4.583,0.0,0.0,281.46893,1,0,2009,0.42512465831305757,5.34572783998293,0.44499250549328206,power electronics:1.000;sludge metal:0.912;post-hardcore:0.857;electronic:0.804;noise:0.803;stoner rock:0.782;industrial:0.771;post rock:0.765;power noise:0.764;stoner metal:0.764;death industrial:0.764;trip hop:0.744;noise rock:0.735;deep house:0.730;screamo:0.702;doom metal:0.702;hardcore punk:0.697;progressive metal:0.694;experimental:0.693;downtempo:0.675;united states:0.664;finish:0.639;punk:0.615;italy:0.601;hardcore:0.601;sludge:0.601;metal:0.582;germany:0.582;abstract:0.582;rock:0.575;alternative:0.549;00s:0.549;epic:0.549;progressive:0.549;british:0.549;ambient:0.549;england:0.549;guitar:0.549;crossover:0.549;japan:0.549;european:0.549;stoner:0.549;grind:0.549;goa trance:0.530;welsh:0.499;harsh noise:0.493;french:0.491;zxzw:0.491
The Melting Moon (Edit),VHS Or Beta,126.806,-5.893,0.0,0.0,224.20853,9,0,2004,0.5249690553238349,9.110904790102612,0.398641196315845,disco:1.000;new wave:0.960;electro:0.946;pop rock:0.940;post rock:0.900;tech house:0.899;tribal house:0.899;dance rock:0.899;dance-punk:0.899;rock:0.882;alternative rock:0.879;electronic:0.876;new rave:0.864;cabaret:0.864;deep house:0.863;hard trance:0.858;indie rock:0.857;indietronica:0.847;electropop:0.832;house:0.825;synthpop:0.817;club:0.812;shoegaze:0.809;dance:0.777;techno:0.773;united states:0.763;electronica:0.761;pop:0.753;indie pop:0.751;funk:0.744;trance:0.742;singer-songwriter:0.724;experimental:0.702;indie:0.687;noise:0.667;alternative:0.667;soul:0.632;punk:0.632;american:0.632;instrumental:0.632;00s:0.632;industrial:0.632;german:0.632
Hawaiian Chimes,Leonard Kwan,108.912,-17.805,0.0,0.0,170.31791,5,1,0,0.0,-8.225109537095753,0.3659403240978291,slack key guitar:1.000;mondiovision:0.661;island music:0.633;electronic:0.618;pop:0.618;string:0.608;hawaiian:0.597;tribal:0.591;nomasde:0.531;classic:0.379;guitar:0.366;acoustic:0.322
Turn Around,True Believers,160.731,-4.228,0.0,0.0,361.53424,6,0,0,0.2555198043725864,10.189870684695153,0.44014418881387535,melodic hardcore:1.000;hip hop:0.928;dark ambient:0.877;rock:0.756;punk:0.723;electronic:0.723;ambient:0.681;industrial:0.681;progressive:0.681;united states:0.648;power pop:0.627
L'accordéoniste,Les Hurlements D'leo,104.307,-7.693,0.0,0.0,182.04689,7,1,1999,nan,11.458342496203112,0.3409864945513231,folk rock:1.000;chanson:0.950;2 tone:0.900;gypsy jazz:0.900;rock steady:0.900;horror punk:0.900;skacore:0.900;musette:0.900;psychobilly:0.880;ska punk:0.873;rock:0.850;rockabilly:0.842;ska:0.835;synthpop:0.814;pop rock:0.809;alternative rock:0.805;new wave:0.786;reggae:0.778;electro:0.754;hip hop:0.753;punk:0.733;jazz:0.719;electronica:0.713;french:0.706;folk:0.691;pop:0.691;chanson francaise:0.691;alternative:0.667;nouvelle scene francaise:0.634;indie:0.626;electronic:0.626;experimental:0.626;hardcore:0.626;80s:0.626;world:0.626;swing:0.626;country:0.626;street punk:0.626;french rock:0.606;french pop:0.601;rock francais:0.567;accordion:0.563;soundscape:0.559;patchanka:0.528;theater:0.526
Tumba Tumba,Charanga Forever,203.964,-6.622,0.0,0.0,367.43791,1,1,2000,0.0,13.329125571066896,0.4187848785239046,salsa:1.000;charanga:0.842;los angeles:0.822;latin:0.695;cuban:0.677;cuba:0.600;timba:0.564;salsa cubana:0.551
Why don't you eat where you slept last night ?,Zuzu Bollin,131.683,-19.263,0.0,0.0,175.90812,10,1,0,nan,-0.690388544157054,0.3476629160922675,r&b:1.000;texas blues:0.989;electric blues:0.986;jump blues:0.986;blues:0.864;jazz:0.771;texas:0.496;guitar:0.419
Suffocating Under Words Of Sorrow (What Can I Do),Bullet For My Valentine,188.924,-2.315,0.0,0.0,215.53587,0,1,2005,nan,11.24699442677882,0.4275386757221261,alternative metal:1.000;screamo:0.961;heavy metal:0.914;rock:0.790;metal:0.756;metalcore:0.558;emo:0.483;melodic:0.479;guitar:0.436;instrumental:0.373;hardcore:0.329
Im Moving On,The Hit Factory,126.342,-8.299,0.0,0.0,234.70975,7,1,0,nan,2.7875965189307825,0.23809621882699994,free music:1.000;garage rock:0.897;alternative rock:0.801;indie rock:0.790;rock:0.713;ambient:0.677;indie:0.677;noise:0.677;boston:0.666;free:0.638
Deep Night/Softly As In A Morning Sunrise (Medley),Terry Snyder,112.097,-12.752,0.0,0.0,340.11383,10,0,0,0.52549711888017,5.195467032899486,0.2982285921879438,space age pop:1.000;easy listening:0.998;mambo:0.986;exotica:0.968;boogaloo:0.942;latin jazz:0.942;bossa nova:0.922;rumba:0.899;cool jazz:0.899;samba:0.899;orchestra:0.899;jazz:0.899;chanson:0.882;big band:0.741;pop:0.732;latin:0.732;united states:0.714;lounge:0.710;vocal:0.696;instrumental:0.678;swing:0.678;rock:0.644;percussion:0.609;american:0.609;mondiovision:0.609;teppaz:0.523;space age:0.497;nomasde:0.475
Let Me Show You [I Just Want To Make You Smile],Marcus Miller,125.147,-13.078,0.0,0.0,280.13669,0,1,1983,0.5033812362063191,11.595983906881091,0.40582177844957457,jazz funk:1.000;soul jazz:0.920;smooth jazz:0.902;funk:0.838;jazz fusion:0.837;contemporary jazz:0.796;neo soul:0.795;disco:0.792;free jazz:0.777;acid jazz:0.769;cool jazz:0.764;new jack swing:0.764;pop rap:0.764;chill-out:0.764;fusion jazz:0.764;fusion:0.762;jazz:0.760;nu jazz:0.739;post-bop:0.723;blues:0.714;easy listening:0.706;hip hop:0.685;united states:0.681;downtempo:0.679;crossover jazz:0.674;electronic:0.657;soul:0.657;progressive jazz:0.637;bass:0.631;r&b:0.626;rock:0.615;jazz rock:0.598;pop:0.591;instrumental:0.591;american:0.591;composer:0.591;guitar:0.591;germany:0.591;swing:0.591;groove:0.591;funky:0.591;saxophone:0.591;synthpop:0.562;french:0.553
Monster For Music,Beatnuts,87.634,-10.231,0.0,0.0,170.52689,6,1,0,nan,5.654785729226255,0.42750092830281555,grime:1.000;chill-out:1.000;gangster rap:1.000;trip hop:0.974;hip hop:0.934;shoegaze:0.932;rap:0.886;progressive rock:0.863;funk:0.853;dance:0.826;r&b:0.821;united states:0.819;jazz:0.812;electronica:0.806;underground hip hop:0.803;new york:0.762;indie:0.716;experimental:0.716;underground:0.716;instrumental:0.716;american:0.716;french:0.716;electronic:0.716;british:0.716;punk:0.716;latin:0.716;soul:0.716;house:0.716;industrial:0.716;alternative pop:0.716;noise:0.716;spanish:0.716;english:0.716;classic:0.716;underground rap:0.716;beats:0.716;spoken word:0.716;energetic:0.716;new york city:0.709;east coast rap:0.699;east coast:0.692;loud:0.659;old school:0.657
